Ticker,Date,open,high,low,close,Volume,Time
S50_Tradingview,2021-06-29,945.5,945.8,944.1,945,2263,09:45:00
S50_Tradingview,2021-06-29,944.9,945.2,944.5,944.6,1035,09:46:00
S50_Tradingview,2021-06-29,944.5,944.9,944.2,944.8,2105,09:47:00
S50_Tradingview,2021-06-29,944.9,945.3,944.4,944.5,651,09:48:00
S50_Tradingview,2021-06-29,944.5,945.3,944.5,945.2,329,09:49:00
S50_Tradingview,2021-06-29,945.2,945.4,944.5,944.6,455,09:50:00
S50_Tradingview,2021-06-29,944.6,944.7,944.4,944.5,227,09:51:00
S50_Tradingview,2021-06-29,944.5,945.4,944.4,945.3,444,09:52:00
S50_Tradingview,2021-06-29,945.2,945.2,944.6,944.7,487,09:53:00
S50_Tradingview,2021-06-29,945,945,944.7,944.8,89,09:54:00
S50_Tradingview,2021-06-29,944.9,945.7,944.9,945.6,775,09:55:00
S50_Tradingview,2021-06-29,945.6,946.7,945.5,946.1,2303,09:56:00
S50_Tradingview,2021-06-29,946.1,947.9,946.1,947.3,1609,09:57:00
S50_Tradingview,2021-06-29,947.4,949.5,947.1,948,2555,09:58:00
S50_Tradingview,2021-06-29,948,948.5,947.8,948,935,09:59:00
S50_Tradingview,2021-06-29,948,948.4,947.9,948.2,737,10:00:00
S50_Tradingview,2021-06-29,948.4,948.4,948.1,948.2,745,10:01:00
S50_Tradingview,2021-06-29,948.2,948.7,948,948.4,1357,10:02:00
S50_Tradingview,2021-06-29,948.3,948.5,947.9,948.1,1052,10:03:00
S50_Tradingview,2021-06-29,948.1,948.1,947.8,948.1,421,10:04:00
S50_Tradingview,2021-06-29,948.1,948.1,947.2,947.2,572,10:05:00
S50_Tradingview,2021-06-29,947.2,947.5,946.7,946.8,1180,10:06:00
S50_Tradingview,2021-06-29,947,947,946.3,946.6,696,10:07:00
S50_Tradingview,2021-06-29,946.7,947.3,946.4,947.2,697,10:08:00
S50_Tradingview,2021-06-29,947.3,947.7,947.2,947.6,401,10:09:00
S50_Tradingview,2021-06-29,947.6,947.6,947.2,947.3,165,10:10:00
S50_Tradingview,2021-06-29,947.3,947.8,947.3,947.5,354,10:11:00
S50_Tradingview,2021-06-29,947.4,947.5,947.2,947.4,317,10:12:00
S50_Tradingview,2021-06-29,947.4,947.6,947.2,947.3,879,10:13:00
S50_Tradingview,2021-06-29,947.4,947.7,947.3,947.5,305,10:14:00
S50_Tradingview,2021-06-29,947.4,947.7,947.4,947.7,118,10:15:00
S50_Tradingview,2021-06-29,947.8,948.1,947.7,948,715,10:16:00
S50_Tradingview,2021-06-29,948,948.2,948,948,234,10:17:00
S50_Tradingview,2021-06-29,948,948.2,947.8,947.9,263,10:18:00
S50_Tradingview,2021-06-29,947.9,948.2,947.4,947.7,572,10:19:00
S50_Tradingview,2021-06-29,947.6,947.9,947.2,947.4,319,10:20:00
S50_Tradingview,2021-06-29,947.5,947.8,947.4,947.7,95,10:21:00
